56,Leah Tsinajinnie,139109,926,+21,78,69,76,70,293,,
57,Jennifer Smiley,184736,929,+23,72,73,80,70,295,,
57,Erika Stinchcomb,71262,922,+23,72,71,74,78,295,,
59,Alexis Kerman,142354,926,+24,71,74,74,77,296,,
60,Kelley Foster,152191,936,+26,76,76,72,74,298,,
60,VicToria Scott,149548,889,+26,76,74,74,74,298,,
60,Elva-Kate Preston,184609,914,+26,77,68,79,74,298,,
60,Lindsey Maas,80935,905,+26,74,76,73,75,298,,
60,Rose Shertick,87094,921,+26,78,71,73,76,298,,
65,Tailey Rowley,231650,913,+27,82,72,68,77,299,,
66,Trinity Bryant,168863,925,+29,80,74,76,71,301,,
67,Ariel Walker,154098,927,+31,73,77,79,74,303,,
68,Alecia Hinkson,164788,926,+32,79,74,79,72,304,,
69,Karissa Dedmon,176481,921,+35,80,81,72,74,307,,
70,Kat Johnson,130187,915,+36,78,78,82,70,308,,
71,Julia Hauch,232722,917,+37,86,73,77,73,309,,
72,Morgan Lynds,176242,934,+38,77,83,75,75,310,,
73,Grace Wilson,302765,891,+39,87,77,70,77,311,,
74,Nid Ovathanasin,157471,933,+40,84,74,79,75,312,,
74,Emily Yale,144791,898,+40,79,74,79,80,312,,
76,Katheryn Maloney,142259,901,+44,88,78,74,76,316,,
76,Lauren Butler,65489,912,+44,87,78,74,77,316,,
78,Lea Tomas,256846,889,+45,82,77,76,82,317,,
79,Fleur Verberk,214417,907,+48,84,74,80,82,320,,
79,Amanda Branch,36307,887,+48,83,75,77,85,320,,
81,Laura Tatiana Niño-Carranza,223975,876,+50,84,81,81,76,322,,
81,Audrey Wicklander,156781,894,+50,81,84,77,80,322,,
83,Megan Dophal,139738,908,+51,78,82,85,78,323,,
83,Maria Oliva,63257,920,+51,71,79,84,89,323,,
85,Kelsey Martin,215495,877,+52,77,80,85,82,324,,
86,Caryn Ballou,112346,853,+56,87,79,88,74,328,,
87,Jami Gust,120770,884,+59,78,79,89,85,331,,
88,Ceci Vollbrecht,165652,896,+65,87,82,88,80,337,,
89,Jacquelyn DeLude,160103,877,+66,87,86,84,81,338,,
90,Elaine King,3090,892,+76,85,90,83,90,348,,
92,Samantha Zaborowski,255962,901,80,70,87,888,DNF,,,
91,Chris O'Cleary,3024,914,83,75,999,DNF,,,,
