27,Daniel Davidsson,76456,1031,-22,61,63,59,62,56,301,$970
27,Kyle Klein,85132,1042,-22,61,67,62,54,57,301,$970
27,Mauri Villmann,107197,1031,-22,55,64,66,58,58,301,$970
31,James Proctor,34250,1030,-21,57,63,64,59,59,302,$920
32,Cole Redalen,79748,1029,-20,57,64,67,58,57,303,$890
32,Richard Wysocki,38008,1051,-20,58,63,64,60,58,303,$890
34,Hjalte Jensen,129061,1021,-19,55,65,60,59,65,304,$860
35,Evan Smith,101574,1044,-18,58,66,70,58,53,305,$820
35,Miio Hämäläinen,201845,1018,-18,58,66,65,60,56,305,$820
35,Matt Bell,48950,1023,-18,60,71,56,61,57,305,$820
35,Albert Tamm,76669,1021,-18,53,69,64,60,59,305,$820
35,Nestori Tuhkanen,110462,1016,-18,55,64,65,62,59,305,$820
35,Eetu Tuominen,131056,1026,-18,52,66,65,60,62,305,$820
35,Luke Taylor,102119,1033,-18,59,60,62,58,66,305,$820
42,Chris Clemons,50401,1021,-17,56,66,64,63,57,306,$780
43,Roland Kõur,108695,1022,-16,59,69,59,62,58,307,$765
43,Matthew Orum,18330,1036,-16,59,67,64,57,60,307,$765
45,Øyvind Jarnes,41884,1019,-15,65,65,58,66,54,308,$725
45,Jaden Rye,153363,1024,-15,55,69,76,53,55,308,$725
45,G.T. Hancock,49885,1024,-15,59,64,69,59,57,308,$725
45,Onni Ruusunen,131002,1025,-15,59,66,67,58,58,308,$725
45,Väinö Mäkelä,59635,1035,-15,58,69,64,58,59,308,$725
45,Andrew Presnell,63765,1032,-15,60,71,54,63,60,308,$725
51,Robert Burridge,96512,1027,-14,61,66,66,60,56,309,$670
51,Braeden Sides,129963,1022,-14,60,66,64,63,56,309,$670
51,Eagle McMahon,37817,1034,-14,57,67,67,59,59,309,$670
51,Kasperi Pakarinen,117337,1017,-14,59,63,66,61,60,309,$670
51,Joni Peltonen,94872,1021,-14,59,65,65,57,63,309,$670
56,Zachary Nash,101197,1025,-13,61,66,66,60,57,310,$610
56,Jake Hebenheimer,43762,1024,-13,57,70,65,60,58,310,$610
56,Silver Lätt,61186,1018,-13,59,63,69,60,59,310,$610
56,Kasperi Kivimäki,134628,1010,-13,66,55,70,60,59,310,$610
56,Tuomas Hyytiäinen,65715,1013,-13,66,64,54,65,61,310,$610
56,Benjamin Callaway,39015,1025,-13,63,60,67,58,62,310,$610
56,Cale Leiviska,24341,1035,-13,55,63,66,62,64,310,$610
63,Elias Luukkonen,106059,1015,-12,64,58,72,62,55,311,$535
63,Jakub Semerád,91925,1019,-12,66,63,64,59,59,311,$535
63,Harry Chace,131546,1023,-12,65,68,56,63,59,311,$535
63,Justus Sarvi,165010,1017,-12,63,63,68,57,60,311,$535
63,Luke Humphries,69424,1014,-12,66,63,61,61,60,311,$535
63,Jesse Nieminen,58923,1024,-12,58,65,66,61,61,311,$535
63,Joona Heinänen,58926,1026,-12,62,69,56,63,61,311,$535
63,Dennis Augustsson,98130,1019,-12,60,65,64,59,63,311,$535
71,Nikko Locastro,11534,1025,-11,60,66,67,61,58,312,$485
71,Kristian Kuoksa,107078,1016,-11,58,65,69,58,62,312,$485
73,Jake Monn,98722,1031,-10,57,71,68,60,57,313,$460
73,Henrik Haaland,174255,1011,-10,73,57,57,66,60,313,$460
73,Gavin Rathbun,60436,1025,-10,59,67,63,60,64,313,$460
76,Raven Newsom,88212,1023,-9,53,71,66,64,60,314,$430
76,Nathan Sexton,18824,1026,-9,62,63,69,58,62,314,$430
76,Rainers Balodis,158640,1014,-9,65,57,67,59,66,314,$430
79,Paul Oman,34344,1023,-8,60,68,68,62,57,315,$400
79,Teemu Lampainen,107567,1023,-8,63,66,62,57,67,315,$400
81,Evan Walker,190731,1020,-7,58,70,67,63,58,316,
81,Joonas Aalto,71551,1006,-7,67,58,66,65,60,316,
81,Clay Edwards,91397,1016,-7,62,73,57,61,63,316,
84,Arvid Håkansson,119628,1002,-6,68,62,61,67,59,317,
84,Ville Parpala,110596,1014,-6,66,61,71,59,60,317,
84,Oskari Vikström,74130,1008,-6,66,63,64,61,63,317,
84,James Conrad,17295,1018,-6,60,70,57,63,67,317,
88,Dorian Legendre,63655,1011,-5,71,57,64,63,63,318,
88,Joey Buckets,122356,1032,-5,57,63,69,65,64,318,
88,Evan Scott,89394,1020,-5,66,64,61,62,65,318,
91,Karl Johan Nybo,28903,1006,-4,75,60,62,61,61,319,
91,Matias Kalaoja,80858,1002,-4,74,60,61,63,61,319,
91,Mathias Villota,103114,1014,-4,68,62,58,70,61,319,
91,Kevin Jones,41760,1024,-4,58,70,65,60,66,319,
95,Teemu Talikainen,155087,1011,-3,63,60,70,65,62,320,
95,Paul Ulibarri,27171,1028,-3,61,70,56,69,64,320,
95,Jeremy Koling,33705,1016,-3,57,70,65,61,67,320,
98,Colten Montgomery,35876,1004,-2,73,61,57,65,65,321,
98,Noah Meintsma,56555,1030,-2,64,66,60,64,67,321,
100,Morten Brenna,79859,1013,-1,69,60,67,59,67,322,
100,Andrew Miranda,118426,1019,-1,62,64,65,61,70,322,
102,Tony Ferro,33551,1032,+2,62,69,62,65,67,325,
103,Adrian Chevalier,104894,999,+6,69,57,67,60,76,329,
104,Lucas Oberholtzer Hess,90439,1026,+7,67,65,58,68,72,330,
105,Luukas Rokkanen,64917,1001,-1,66,65,64,64,259,,
105,Jasper Heino,57280,990,-1,67,67,60,65,259,,
105,Thomas Gilbert,85850,1016,-1,66,67,60,66,259,,
105,Garrett Gurthie,13864,1020,-1,55,71,66,67,259,,
105,Chris Shotwell,41918,999,-1,67,65,58,69,259,,
110,Severi Saviniemi,80974,1024,E,57,67,73,63,260,,
110,Matthew Alexander,138103,1009,E,63,65,67,65,260,,
110,Rasmus Metsamaa,92779,1004,E,70,65,55,70,260,,
113,Eetu Salomäki,117593,1001,+1,72,57,73,59,261,,
113,Randy Dueck,139619,996,+1,68,61,70,62,261,,
113,Chandler Kramer,139228,1019,+1,57,69,71,64,261,,
113,Rasmus Tuominen,104299,1001,+1,76,60,59,66,261,,
113,Aapo Karhi,82562,1008,+1,73,60,61,67,261,,
113,Håkon Kveseth,74569,1001,+1,69,64,60,68,261,,
119,Onni Arminen,130692,1022,+2,62,66,71,63,262,,
119,Mika Laikko,116266,1010,+2,70,64,62,66,262,,
119,Ville Ahokas,53538,1005,+2,64,63,68,67,262,,
119,Paul Krans,132521,1030,+2,57,68,67,70,262,,
123,Justin Rosak,98161,1004,+3,66,63,72,62,263,,
123,Tomáš Mozola,103693,1001,+3,70,59,70,64,263,,
123,Otto Mäkinen,159317,1014,+3,67,66,65,65,263,,
123,Fritiof Fagergren,135125,1015,+3,68,66,63,66,263,,
123,Nikola Arkko,199203,1003,+3,74,59,62,68,263,,
128,Eemi Pantsari,133345,1010,+4,72,61,67,64,264,,
128,Gustav Dahlén,102051,1001,+4,72,65,61,66,264,,
130,Cam Rico,28560,1009,+5,74,61,62,68,265,,
130,Garett Everson,98164,1014,+5,70,58,69,68,265,,
130,Timo Hartmann,84690,1039,+5,61,65,71,68,265,,
130,Connor Rock,73695,1022,+5,68,66,61,70,265,,
134,Tee Vetne,62088,988,+6,68,67,69,62,266,,
134,Ryan Jewell,180216,1003,+6,71,64,61,70,266,,
134,Joe O'Brien,64002,982,+6,70,64,60,72,266,,
137,Rienk Kan,89184,994,+7,72,63,66,66,267,,
137,Gregg Barsby,15857,1026,+7,65,64,72,66,267,,
137,Linus Carlsson,82098,1019,+7,62,72,66,67,267,,
137,Aviel Gomez,127492,1017,+7,66,74,58,69,267,,
137,Kristo Raik,85483,1014,+7,70,67,59,71,267,,
137,Leevi Isotalo,116000,1001,+7,69,63,64,71,267,,
137,Kieran Hampson,171703,1008,+7,74,68,52,73,267,,
144,Knut Valen Håland,35070,1016,+8,63,73,65,67,268,,
144,Ryan Monn,144929,1018,+8,62,70,69,67,268,,
144,Jacky Chen,128836,1017,+8,58,69,72,69,268,,
147,Stanislaus Amann,87790,1003,+9,71,64,65,69,269,,
148,Jake Brown,140954,1011,+10,73,62,67,68,270,,
148,Randon Latta,51685,1011,+10,69,70,61,70,270,,
148,Ian Burchett,60435,1008,+10,70,64,66,70,270,,
148,Nate Metzler,41220,1003,+10,68,67,64,71,270,,
152,Petr Striegler,89634,999,+11,72,63,66,70,271,,
153,Francis Orange,146432,982,+12,77,63,66,66,272,,
153,Yutaro Sakai,80387,1016,+12,63,70,67,72,272,,
153,Lucas Carmichael,151146,1016,+12,74,65,59,74,272,,
156,Niilo Hongisto,214251,1013,+13,75,62,69,67,273,,
156,Juuso Timonen,109506,1009,+13,69,68,64,72,273,,
158,Jacob Blair,52785,1016,+14,64,70,71,69,274,,
158,Joey Temali,100818,1001,+14,70,66,68,70,274,,
158,Scott Stokely,3140,1004,+14,70,70,63,71,274,,
161,Samuel Hänninen,87964,1007,+15,67,67,71,70,275,,
161,Arttu Aaltonen,216551,996,+15,71,68,65,71,275,,
161,Tsz Ho Ming,84274,999,+15,73,59,70,73,275,,
161,Pekka Hyvönen,107079,1007,+15,71,66,63,75,275,,
165,Lauri Hämäläinen,72939,998,+16,75,64,63,74,276,,
166,AJ Carey,61770,1012,+17,75,61,69,72,277,,
167,Whit Stephenson,241573,1006,+19,74,66,68,71,279,,
167,Zach Melton,38631,1003,+19,74,61,68,76,279,,
169,Christoph Weiß,114954,1000,+20,75,66,66,73,280,,
170,Shane McCullen,102040,1019,+24,76,72,65,71,284,,
171,Diego Perez,141079,969,+25,81,66,67,71,285,,
171,John Willis II,23844,1005,+25,69,73,71,72,285,,
171,Trent Somerville,92729,1006,+25,74,70,67,74,285,,
174,Konstantin Basos,128056,963,+26,74,69,66,77,286,,
175,Edward Ward,62387,1004,+27,79,64,69,75,287,,
175,Daniel Kokunja,238482,962,+27,72,69,68,78,287,,
177,Songqing Guo,113958,981,+30,78,71,68,73,290,,
178,Yehuda Shenvald,203055,964,+32,74,66,72,80,292,,
179,León Blanco,74135,979,+33,71,68,76,78,293,,
180,Ellert Georgsson,152023,989,+35,80,72,65,78,295,,
181,Domas Šimkūnas,198786,955,+37,77,75,77,68,297,,
182,Carl Rose,57352,994,+40,81,78,68,73,300,,
182,Jean Poignee,117011,953,+40,82,73,67,78,300,,
184,Blaz Petrovic,163272,957,+41,79,77,68,77,301,,
184,Edoardo Turri,206160,970,+41,75,75,70,81,301,,
186,Dima Gerashchenko,109329,967,+42,78,69,79,76,302,,
186,Max Schulze,263305,997,+42,76,73,76,77,302,,
188,Jaime Velasquez,251455,966,+43,81,67,71,84,303,,
189,Tamás Kovács,71780,970,+44,81,71,74,78,304,,
190,Tomislav Goricki,69640,961,+49,75,77,74,83,309,,
191,Robert Abel,28544,929,+50,81,74,74,81,310,,
191,Patryk Kies,126233,971,+50,82,75,66,87,310,,
193,Ben Matthews,146880,945,+52,85,71,74,82,312,,
194,George Maltsiniotis,44146,956,+56,89,74,73,80,316,,
195,Federico José Sörenson Sánchez,109371,945,+57,85,73,72,87,317,,
196,Alex Meulenbeld,123851,941,+58,84,75,77,82,318,,
197,Philo Brathwaite,26416,1009,69,68,63,999,DNF,,,
197,Noah Smithson,111132,996,71,64,64,999,DNF,,,
197,Hannes Kurn,130745,1013,999,999,999,999,DNF,,,
200,Joshua Anthon,17946,1002,78,999,999,999,DNF,,,
